Rule,target_alignment,num_layers,seed
BP,0.2052348107099533,23,3982413761
BP,0.2066369354724884,24,3982413761
BP,0.3674991726875305,25,3982413761
PC,0.9999999403953552,1,2889788203
PC,0.9907739162445068,2,2889788203
PC,0.950261116027832,3,2889788203
PC,0.963825523853302,4,2889788203
PC,0.9746508002281188,5,2889788203
PC,0.9345514178276062,6,2889788203
PC,0.9012167453765868,7,2889788203
PC,0.8780913352966309,8,2889788203
PC,0.8874850869178772,9,2889788203
PC,0.7492268681526184,10,2889788203
PC,0.8950161337852478,11,2889788203
PC,0.9281839728355408,12,2889788203
PC,0.7436656951904297,13,2889788203
PC,0.928227424621582,14,2889788203
PC,0.9016194939613342,15,2889788203
PC,0.9680646061897278,16,2889788203
PC,0.857258141040802,17,2889788203
PC,0.9231975078582764,18,2889788203
PC,0.9851284027099608,19,2889788203
PC,0.9439193606376648,20,2889788203
PC,0.9916554689407348,21,2889788203
PC,0.819919764995575,22,2889788203
PC,0.8928189873695374,23,2889788203
PC,0.9472087025642396,24,2889788203
PC,0.8889234066009521,25,2889788203
BP,0.9999999403953552,1,2889788203
BP,0.92991703748703,2,2889788203
BP,0.7825950980186462,3,2889788203
BP,0.8187288641929626,4,2889788203
BP,0.7812376022338867,5,2889788203
BP,0.6988517642021179,6,2889788203
BP,0.5654822587966919,7,2889788203
BP,0.7646623253822327,8,2889788203
BP,0.7254307866096497,9,2889788203
BP,0.5050795674324036,10,2889788203
BP,0.6570254564285278,11,2889788203
BP,0.6605026721954346,12,2889788203
BP,0.5088832974433899,13,2889788203
BP,0.5143665075302124,14,2889788203
BP,0.4479700326919555,15,2889788203
BP,0.5503529906272888,16,2889788203
BP,0.3745296001434326,17,2889788203
BP,0.5334942936897278,18,2889788203
BP,0.4913732409477234,19,2889788203
BP,0.3725482821464538,20,2889788203
BP,0.5767403841018677,21,2889788203
BP,0.5740779042243958,22,2889788203
BP,-0.1604366451501846,23,2889788203
BP,0.2532368004322052,24,2889788203
BP,0.6615669131278992,25,2889788203
PC,0.9999999403953552,1,3507183834
PC,0.9719028472900392,2,3507183834
PC,0.9784271717071532,3,3507183834
PC,0.9625805616378784,4,3507183834
PC,0.8362284898757935,5,3507183834
PC,0.9447382092475892,6,3507183834
PC,0.95767343044281,7,3507183834
PC,0.8349387645721436,8,3507183834
PC,0.8987257480621338,9,3507183834
PC,0.9301853775978088,10,3507183834
PC,0.6884976625442505,11,3507183834
PC,0.776569664478302,12,3507183834
PC,0.8737598061561584,13,3507183834
PC,0.6757492423057556,14,3507183834
PC,0.9079828858375548,15,3507183834
PC,0.8065901398658752,16,3507183834
PC,0.9426177144050598,17,3507183834
PC,0.7929903268814087,18,3507183834
PC,0.7489023208618164,19,3507183834
PC,0.8274545669555664,20,3507183834
PC,0.5401350855827332,21,3507183834
PC,0.930330753326416,22,3507183834
PC,0.9169034361839294,23,3507183834
PC,0.9769129753112792,24,3507183834
PC,0.917188823223114,25,3507183834
BP,0.9999999403953552,1,3507183834
BP,0.8679484724998474,2,3507183834
BP,0.8860997557640076,3,3507183834
BP,0.8418464660644531,4,3507183834
BP,0.6794167160987854,5,3507183834
BP,0.605605959892273,6,3507183834
BP,0.614133894443512,7,3507183834
BP,0.5998277068138123,8,3507183834
BP,0.5799709558486938,9,3507183834
BP,0.6927886605262756,10,3507183834
BP,0.6024252772331238,11,3507183834
BP,0.5545476078987122,12,3507183834
BP,0.4907563328742981,13,3507183834
BP,0.4655378758907318,14,3507183834
BP,0.5526758432388306,15,3507183834
BP,0.471188485622406,16,3507183834
BP,0.2046996802091598,17,3507183834
BP,0.5284585952758789,18,3507183834
BP,0.3558061420917511,19,3507183834
BP,0.389042317867279,20,3507183834
BP,0.2867109775543213,21,3507183834
BP,0.2938624918460846,22,3507183834
BP,0.2352139800786972,23,3507183834
BP,-0.1199227795004844,24,3507183834
BP,0.2192766517400741,25,3507183834
PC,1.0000001192092896,1,1288605031
PC,0.9896142482757568,2,1288605031
PC,0.9759421944618224,3,1288605031
PC,0.975028932094574,4,1288605031
PC,0.9537151455879213,5,1288605031
PC,0.9498403668403624,6,1288605031
PC,0.7977331280708313,7,1288605031
PC,0.9462563395500184,8,1288605031
PC,0.8923576474189758,9,1288605031
PC,0.8492878675460815,10,1288605031
PC,0.8145551085472107,11,1288605031
PC,0.9334370493888856,12,1288605031
PC,0.8976356387138367,13,1288605031
PC,0.905183970928192,14,1288605031
PC,0.8757562637329102,15,1288605031
PC,0.7703560590744019,16,1288605031
PC,0.8376563191413879,17,1288605031
PC,0.9394531846046448,18,1288605031
PC,0.9824528694152832,19,1288605031
PC,0.7287344932556152,20,1288605031
PC,0.8566082715988159,21,1288605031
PC,0.7701322436332703,22,1288605031
PC,0.895894467830658,23,1288605031
PC,0.8279616832733154,24,1288605031
PC,0.9335728883743286,25,1288605031
BP,1.0000001192092896,1,1288605031
BP,0.8826256394386292,2,1288605031
BP,0.8361365795135498,3,1288605031
BP,0.7910157442092896,4,1288605031
BP,0.7306763529777527,5,1288605031
BP,0.7365761399269104,6,1288605031
BP,0.7229370474815369,7,1288605031
BP,0.706010639667511,8,1288605031
BP,0.6251837611198425,9,1288605031
BP,0.6056609153747559,10,1288605031
BP,0.5924990177154541,11,1288605031
BP,0.6320903897285461,12,1288605031
BP,0.5853434801101685,13,1288605031
BP,0.4592474997043609,14,1288605031
BP,0.5123204588890076,15,1288605031
BP,0.4070906639099121,16,1288605031
BP,0.4572113752365112,17,1288605031
BP,-0.0199368316680192,18,1288605031
BP,0.5105859637260437,19,1288605031
BP,0.449957400560379,20,1288605031
BP,0.5823014974594116,21,1288605031
BP,0.298410564661026,22,1288605031
BP,0.1324648112058639,23,1288605031
BP,0.3910761475563049,24,1288605031
BP,0.3107382655143738,25,1288605031
PC,0.9999999403953552,1,1603403502
PC,0.9938936233520508,2,1603403502
PC,0.979674994945526,3,1603403502
PC,0.982988715171814,4,1603403502
PC,0.9086302518844604,5,1603403502
PC,0.936506450176239,6,1603403502
PC,0.9469336867332458,7,1603403502
PC,0.958450198173523,8,1603403502
PC,0.951528549194336,9,1603403502
PC,0.9114115238189696,10,1603403502
PC,0.9357077479362488,11,1603403502
PC,0.8815431594848633,12,1603403502
PC,0.786596417427063,13,1603403502
PC,0.7556390166282654,14,1603403502
PC,0.9223895072937012,15,1603403502
PC,0.9106490612030028,16,1603403502
PC,0.9550240635871888,17,1603403502
PC,0.9703512787818908,18,1603403502
PC,0.8963439464569092,19,1603403502
PC,0.9571677446365356,20,1603403502
PC,0.933595597743988,21,1603403502
PC,0.941716969013214,22,1603403502
PC,0.9390156269073486,23,1603403502
PC,0.8801005482673645,24,1603403502
PC,0.7362993955612183,25,1603403502
BP,0.9999999403953552,1,1603403502
BP,0.9095429182052612,2,1603403502
BP,0.8525063395500183,3,1603403502
BP,0.7722370624542236,4,1603403502
BP,0.7080556750297546,5,1603403502
BP,0.727540910243988,6,1603403502
BP,0.7094857692718506,7,1603403502
BP,0.7442208528518677,8,1603403502
BP,0.5673907995223999,9,1603403502
BP,0.5248783826828003,10,1603403502
BP,0.4938316345214844,11,1603403502
BP,0.6354675889015198,12,1603403502
BP,0.6330968737602234,13,1603403502
BP,0.484161376953125,14,1603403502
BP,0.4341369569301605,15,1603403502
BP,-0.1117395162582397,16,1603403502
BP,0.2652406394481659,17,1603403502
BP,0.3529893755912781,18,1603403502
BP,0.2108324617147445,19,1603403502
BP,0.1275115609169006,20,1603403502
BP,0.2767508625984192,21,1603403502
BP,-0.3156097829341888,22,1603403502
BP,0.2852112352848053,23,1603403502
BP,0.2682107985019684,24,1603403502
BP,0.2471879720687866,25,1603403502
PC,1.0000001192092896,1,4110491292
PC,0.990023136138916,2,4110491292
PC,0.9746271967887878,3,4110491292
PC,0.9516406655311584,4,4110491292
PC,0.964052438735962,5,4110491292
PC,0.9200441241264344,6,4110491292
PC,0.8983350992202759,7,4110491292
PC,0.881752073764801,8,4110491292
PC,0.7842175960540771,9,4110491292
PC,0.963193416595459,10,4110491292
PC,0.8654103875160217,11,4110491292
PC,0.7865649461746216,12,4110491292
PC,0.6891584992408752,13,4110491292
PC,0.7900145649909973,14,4110491292
PC,0.9394991993904114,15,4110491292
PC,0.7043012380599976,16,4110491292
PC,0.6861461400985718,17,4110491292
PC,0.9013569951057434,18,4110491292
PC,0.9172229766845704,19,4110491292
PC,0.8320060968399048,20,4110491292
PC,0.8858963251113892,21,4110491292
PC,0.9469175338745116,22,4110491292
PC,0.965886116027832,23,4110491292
PC,0.8616373538970947,24,4110491292
PC,0.7634127140045166,25,4110491292
BP,1.0000001192092896,1,4110491292
BP,0.90830397605896,2,4110491292
BP,0.8641830086708069,3,4110491292
BP,0.8279454112052917,4,4110491292
BP,0.7430679798126221,5,4110491292
BP,0.7796764969825745,6,4110491292
BP,0.6866738200187683,7,4110491292
BP,0.6375111937522888,8,4110491292
BP,0.6006788015365601,9,4110491292
BP,0.5680416822433472,10,4110491292
BP,0.5334407091140747,11,4110491292
BP,0.6135122179985046,12,4110491292
BP,0.5734222531318665,13,4110491292
BP,0.5153219699859619,14,4110491292
BP,0.3539654016494751,15,4110491292
BP,0.4098840951919555,16,4110491292
BP,0.4566275179386139,17,4110491292
BP,0.3319728970527649,18,4110491292
BP,0.2317276298999786,19,4110491292
BP,0.1945134997367859,20,4110491292
BP,0.2886733114719391,21,4110491292
BP,0.4421170949935913,22,4110491292
BP,0.2685761749744415,23,4110491292
BP,0.3298349678516388,24,4110491292
BP,0.3707436323165893,25,4110491292
PC,1.0,1,3228301166
PC,0.9948626160621644,2,3228301166
PC,0.96857351064682,3,3228301166
PC,0.9838171601295472,4,3228301166
PC,0.986487627029419,5,3228301166
PC,0.8852695822715759,6,3228301166
PC,0.8951149582862854,7,3228301166
PC,0.8575724363327026,8,3228301166
PC,0.8877252340316772,9,3228301166
PC,0.9429989457130432,10,3228301166
PC,0.909818470478058,11,3228301166
PC,0.9473727941513062,12,3228301166
PC,0.8715519905090332,13,3228301166
PC,0.7850936055183411,14,3228301166
PC,0.7662158608436584,15,3228301166
PC,0.7861060500144958,16,3228301166
PC,0.6022630333900452,17,3228301166
PC,0.8154357075691223,18,3228301166
PC,0.7516375184059143,19,3228301166
PC,0.8842520117759705,20,3228301166
PC,0.6718279719352722,21,3228301166
PC,0.6930743455886841,22,3228301166
PC,0.9385197162628174,23,3228301166
PC,0.9602688550949096,24,3228301166
PC,0.945694386959076,25,3228301166
BP,1.0,1,3228301166
BP,0.9173860549926758,2,3228301166
BP,0.8247083425521851,3,3228301166
BP,0.8313245177268982,4,3228301166
BP,0.7750129103660583,5,3228301166
BP,0.6751081943511963,6,3228301166
BP,0.5193264484405518,7,3228301166
BP,0.6700062155723572,8,3228301166
BP,0.5894547700881958,9,3228301166
BP,0.6475099921226501,10,3228301166
BP,0.6055800318717957,11,3228301166
BP,0.3561107814311981,12,3228301166
BP,0.4825142621994018,13,3228301166
BP,0.4737749397754669,14,3228301166
BP,0.2310833483934402,15,3228301166
BP,0.3912844657897949,16,3228301166
BP,0.5976147651672363,17,3228301166
BP,0.1936733275651931,18,3228301166
BP,0.3141768872737884,19,3228301166
BP,0.4152593910694122,20,3228301166
BP,0.2171381413936615,21,3228301166
BP,0.1499242782592773,22,3228301166
BP,0.3144310712814331,23,3228301166
BP,-0.1275521665811538,24,3228301166
BP,0.1353483200073242,25,3228301166
PC,1.0000001192092896,1,1625209643
PC,0.9905420541763306,2,1625209643
PC,0.9629084467887878,3,1625209643
PC,0.9672201871871948,4,1625209643
PC,0.9566565155982972,5,1625209643
PC,0.928560435771942,6,1625209643
PC,0.9812211990356444,7,1625209643
PC,0.9742071032524108,8,1625209643
PC,0.9593932032585144,9,1625209643
PC,0.9442061185836792,10,1625209643
PC,0.88126140832901,11,1625209643
PC,0.7993419766426086,12,1625209643
PC,0.7862280607223511,13,1625209643
PC,0.8570324182510376,14,1625209643
PC,0.936394989490509,15,1625209643
PC,0.8227132558822632,16,1625209643
PC,0.8142877817153931,17,1625209643
PC,0.9745442867279052,18,1625209643
PC,0.7509790062904358,19,1625209643
PC,0.9000629782676697,20,1625209643
PC,0.9491106271743774,21,1625209643
PC,0.9280101656913756,22,1625209643
PC,0.9317753314971924,23,1625209643
PC,0.9623261094093324,24,1625209643
PC,0.9772984981536864,25,1625209643
BP,1.0000001192092896,1,1625209643
BP,0.9070364832878112,2,1625209643
BP,0.8533276915550232,3,1625209643
BP,0.7866573333740234,4,1625209643
BP,0.762312650680542,5,1625209643
BP,0.7419286966323853,6,1625209643
BP,0.7338588833808899,7,1625209643
BP,0.7363705039024353,8,1625209643
BP,0.7201384902000427,9,1625209643
BP,0.5801999568939209,10,1625209643
BP,0.6000743508338928,11,1625209643
BP,0.4827749133110046,12,1625209643
BP,0.4535736441612243,13,1625209643
BP,0.3774651885032654,14,1625209643
BP,0.4890781044960022,15,1625209643
BP,0.4389349818229675,16,1625209643
BP,0.5244782567024231,17,1625209643
BP,-0.103078007698059,18,1625209643
BP,0.4161696135997772,19,1625209643
BP,0.5057764053344727,20,1625209643
BP,0.6008613705635071,21,1625209643
BP,-0.1154538765549659,22,1625209643
BP,0.1436965465545654,23,1625209643
BP,0.5596342086791992,24,1625209643
BP,-0.1832408159971237,25,1625209643
PC,1.0,1,3229422879
PC,0.9886178374290466,2,3229422879
PC,0.98586106300354,3,3229422879
PC,0.9712601900100708,4,3229422879
PC,0.9874118566513062,5,3229422879
PC,0.9665862321853638,6,3229422879
PC,0.8621839880943298,7,3229422879
PC,0.7263262867927551,8,3229422879
PC,0.949508547782898,9,3229422879
PC,0.9202731251716614,10,3229422879
PC,0.9381651282310486,11,3229422879
PC,0.978446125984192,12,3229422879
PC,0.8783726692199707,13,3229422879
PC,0.8515607118606567,14,3229422879
PC,0.7998765110969543,15,3229422879
PC,0.8937947750091553,16,3229422879
PC,0.919981837272644,17,3229422879
PC,0.7884972095489502,18,3229422879
PC,0.8800141215324402,19,3229422879
PC,0.8524141907691956,20,3229422879
PC,0.9625985622406006,21,3229422879
PC,0.8120591640472412,22,3229422879
PC,0.7970058917999268,23,3229422879
PC,0.7547575831413269,24,3229422879
PC,0.8250570893287659,25,3229422879
BP,1.0,1,3229422879
BP,0.9021825194358826,2,3229422879
BP,0.846977174282074,3,3229422879
BP,0.8353694677352905,4,3229422879
BP,0.7432007789611816,5,3229422879
BP,0.7421174049377441,6,3229422879
BP,0.6738227605819702,7,3229422879
BP,0.5286931395530701,8,3229422879
BP,0.4975608885288238,9,3229422879
BP,0.6056249737739563,10,3229422879
BP,0.5997498631477356,11,3229422879
BP,0.3148578107357025,12,3229422879
BP,0.4181012809276581,13,3229422879
BP,0.2969853579998016,14,3229422879
BP,0.4050591886043548,15,3229422879
BP,0.4005125761032104,16,3229422879
BP,0.466775894165039,17,3229422879
BP,0.1348912566900253,18,3229422879
BP,0.440991461277008,19,3229422879
BP,0.4574243724346161,20,3229422879
BP,0.3338069021701813,21,3229422879
BP,0.1976584196090698,22,3229422879
BP,0.5598739981651306,23,3229422879
BP,0.2058417797088623,24,3229422879
BP,0.5088394284248352,25,3229422879
PC,1.0000001192092896,1,4117841395
PC,0.992313027381897,2,4117841395
PC,0.9651484489440918,3,4117841395
PC,0.9701462984085084,4,4117841395
PC,0.9165274500846864,5,4117841395
PC,0.8194735050201416,6,4117841395
PC,0.9195489883422852,7,4117841395
PC,0.962844729423523,8,4117841395
PC,0.9354684352874756,9,4117841395
PC,0.737328052520752,10,4117841395
PC,0.7928750514984131,11,4117841395
PC,0.9687195420265198,12,4117841395
PC,0.9937446713447572,13,4117841395
PC,0.92791485786438,14,4117841395
PC,0.8049922585487366,15,4117841395
PC,0.8019266128540039,16,4117841395
PC,0.8111414909362793,17,4117841395
PC,0.9261508584022522,18,4117841395
PC,0.5329842567443848,19,4117841395
PC,0.643659234046936,20,4117841395
PC,0.8220663666725159,21,4117841395
PC,0.7986039519309998,22,4117841395
PC,0.9041823744773864,23,4117841395
PC,0.7961905598640442,24,4117841395
PC,0.913401186466217,25,4117841395
BP,1.0000001192092896,1,4117841395
BP,0.8858996629714966,2,4117841395
BP,0.7815483212471008,3,4117841395
BP,0.7746515274047852,4,4117841395
BP,0.7790535688400269,5,4117841395
BP,0.676770031452179,6,4117841395
BP,0.6412516832351685,7,4117841395
BP,0.6073964834213257,8,4117841395
BP,0.6319608688354492,9,4117841395
BP,0.4841060042381286,10,4117841395
BP,0.4531033933162689,11,4117841395
BP,0.6002437472343445,12,4117841395
BP,0.4963816106319427,13,4117841395
BP,0.394183486700058,14,4117841395
BP,0.4572974741458893,15,4117841395
BP,0.3959857523441314,16,4117841395
BP,0.2245635688304901,17,4117841395
BP,0.3191717565059662,18,4117841395
BP,0.4691073596477508,19,4117841395
BP,0.1876267790794372,20,4117841395
BP,0.2490275353193283,21,4117841395
BP,0.1409550458192825,22,4117841395
BP,0.436906486749649,23,4117841395
BP,0.3745415210723877,24,4117841395
BP,0.3154525458812713,25,4117841395
PC,1.0000001192092896,1,383017664
PC,0.99796724319458,2,383017664
PC,0.9818415641784668,3,383017664
PC,0.927906095981598,4,383017664
PC,0.94131600856781,5,383017664
PC,0.9156763553619384,6,383017664
PC,0.8943913578987122,7,383017664
PC,0.9379420876502992,8,383017664
PC,0.8779915571212769,9,383017664
PC,0.9152079224586488,10,383017664
PC,0.8570215106010437,11,383017664
PC,0.9101248383522034,12,383017664
PC,0.960150957107544,13,383017664
PC,0.7330697178840637,14,383017664
PC,0.950981378555298,15,383017664
PC,0.7182648777961731,16,383017664
PC,0.8600240349769592,17,383017664
PC,0.7799137234687805,18,383017664
PC,0.7741298675537109,19,383017664
PC,0.9427177309989928,20,383017664
PC,0.7567996382713318,21,383017664
PC,0.9285086393356324,22,383017664
PC,0.8653286099433899,23,383017664
PC,0.7497672438621521,24,383017664
PC,0.9334448575973512,25,383017664
BP,1.0000001192092896,1,383017664
BP,0.91519433259964,2,383017664
BP,0.8305168747901917,3,383017664
BP,0.7514544725418091,4,383017664
BP,0.7711130976676941,5,383017664
BP,0.5534918904304504,6,383017664
BP,0.6749383807182312,7,383017664
BP,0.6036965847015381,8,383017664
BP,0.6298632025718689,9,383017664
BP,0.6476650238037109,10,383017664
BP,0.6057493090629578,11,383017664
BP,0.5941444039344788,12,383017664
BP,0.4769849479198456,13,383017664
BP,0.5519834160804749,14,383017664
BP,0.4282897412776947,15,383017664
BP,0.5354468822479248,16,383017664
BP,0.5157022476196289,17,383017664
BP,0.5065851211547852,18,383017664
BP,0.4064739942550659,19,383017664
BP,-0.3518259823322296,20,383017664
BP,0.3997090458869934,21,383017664
BP,0.136132001876831,22,383017664
BP,0.3370891511440277,23,383017664
BP,0.500108540058136,24,383017664
BP,0.3041742742061615,25,383017664
PC,1.0,1,369370935
PC,0.9769014716148376,2,369370935
PC,0.9692105650901794,3,369370935
PC,0.9301722049713136,4,369370935
PC,0.9015673398971558,5,369370935
PC,0.969520092010498,6,369370935
PC,0.9698074460029602,7,369370935
PC,0.8103859424591064,8,369370935
PC,0.7277448773384094,9,369370935
PC,0.783663272857666,10,369370935
PC,0.8890765309333801,11,369370935
PC,0.8410149812698364,12,369370935
PC,0.8269767165184021,13,369370935
PC,0.7843738794326782,14,369370935
PC,0.860971212387085,15,369370935
PC,0.8172070980072021,16,369370935
PC,0.600719153881073,17,369370935
PC,0.9004911780357361,18,369370935
PC,0.8875337839126587,19,369370935
PC,0.6906759738922119,20,369370935
PC,0.9272893667221068,21,369370935
PC,0.8579655885696411,22,369370935
PC,0.951618194580078,23,369370935
PC,0.8039619326591492,24,369370935
PC,0.8515095114707947,25,369370935
BP,1.0,1,369370935
BP,0.8817172050476074,2,369370935
BP,0.779712975025177,3,369370935
BP,0.7858083844184875,4,369370935
BP,0.6752015352249146,5,369370935
BP,0.7321398258209229,6,369370935
BP,0.7099849581718445,7,369370935
BP,0.7237900495529175,8,369370935
BP,0.7237597107887268,9,369370935
BP,0.5646809339523315,10,369370935
BP,0.7180147171020508,11,369370935
BP,0.4125069975852966,12,369370935
BP,0.6382626891136169,13,369370935
BP,0.5879459381103516,14,369370935
BP,0.4974471032619476,15,369370935
BP,0.5802807807922363,16,369370935
BP,0.4685207605361938,17,369370935
BP,0.4704345464706421,18,369370935
BP,0.3342769145965576,19,369370935
BP,0.291774183511734,20,369370935
BP,0.2824451625347137,21,369370935
BP,0.4103593230247497,22,369370935
BP,0.2080359756946563,23,369370935
BP,-0.0994906276464462,24,369370935
BP,0.4851808845996856,25,369370935
PC,1.0,1,2278516753
PC,0.991288959980011,2,2278516753
PC,0.987307906150818,3,2278516753
PC,0.9615735411643982,4,2278516753
PC,0.95569908618927,5,2278516753
PC,0.9452083706855774,6,2278516753
PC,0.9657453894615172,7,2278516753
PC,0.9397395849227904,8,2278516753
PC,0.8359104990959167,9,2278516753
PC,0.97648024559021,10,2278516753
PC,0.8850964307785034,11,2278516753
PC,0.9204177856445312,12,2278516753
PC,0.7518025040626526,13,2278516753
PC,0.9112654328346252,14,2278516753
PC,0.8443896174430847,15,2278516753
PC,0.9332963824272156,16,2278516753
PC,0.9219112396240234,17,2278516753
PC,0.8866187334060669,18,2278516753
PC,0.9270102381706238,19,2278516753
PC,0.8647400140762329,20,2278516753
PC,0.9162999391555786,21,2278516753
PC,0.9627484679222108,22,2278516753
PC,0.9394404888153076,23,2278516753
PC,0.9295099973678588,24,2278516753
PC,0.8077441453933716,25,2278516753
BP,1.0,1,2278516753
BP,0.8965820670127869,2,2278516753
BP,0.8343740701675415,3,2278516753
BP,0.8192631602287292,4,2278516753
BP,0.7013975381851196,5,2278516753
BP,0.814822256565094,6,2278516753
BP,0.6451790928840637,7,2278516753
BP,0.7273342609405518,8,2278516753
BP,0.5750091671943665,9,2278516753
BP,0.7319740056991577,10,2278516753
BP,0.6442288160324097,11,2278516753
BP,0.7180414199829102,12,2278516753
BP,0.6057426333427429,13,2278516753
BP,0.7304986715316772,14,2278516753
BP,0.5997083187103271,15,2278516753
BP,0.4612901210784912,16,2278516753
BP,0.3970997929573059,17,2278516753
BP,-0.0764334946870803,18,2278516753
BP,-0.0727468580007553,19,2278516753
BP,0.4026276767253876,20,2278516753
BP,0.4351113438606262,21,2278516753
BP,0.619041919708252,22,2278516753
BP,0.4267925024032593,23,2278516753
BP,0.5977398753166199,24,2278516753
BP,-0.3998757898807525,25,2278516753
