Rule,target_alignment,num_layers,seed
BP,0.5320543646812439,12,2444264003
BP,0.5080236196517944,13,2444264003
BP,0.5650962591171265,14,2444264003
BP,0.432162344455719,15,2444264003
BP,-0.1058527901768684,16,2444264003
BP,0.3859658241271972,17,2444264003
BP,0.3796383440494537,18,2444264003
BP,0.4730169177055359,19,2444264003
BP,0.1949188560247421,20,2444264003
BP,0.3748905062675476,21,2444264003
BP,-0.0587442070245742,22,2444264003
BP,0.131182923913002,23,2444264003
BP,0.3515554368495941,24,2444264003
BP,0.2362257838249206,25,2444264003
PC,1.0000001192092896,1,4191194675
PC,0.9904415607452391,2,4191194675
PC,0.9723485708236694,3,4191194675
PC,0.9380075335502625,4,4191194675
PC,0.9581242203712464,5,4191194675
PC,0.9308081865310668,6,4191194675
PC,0.96633780002594,7,4191194675
PC,0.950398087501526,8,4191194675
PC,0.9454705119132996,9,4191194675
PC,0.9654791951179504,10,4191194675
PC,0.922510027885437,11,4191194675
PC,0.9510482549667358,12,4191194675
PC,0.9828004240989684,13,4191194675
PC,0.988460659980774,14,4191194675
PC,0.8182080984115601,15,4191194675
PC,0.8878277540206909,16,4191194675
PC,0.8890906572341919,17,4191194675
PC,0.9038590788841248,18,4191194675
PC,0.9194812774658204,19,4191194675
PC,0.9488648176193236,20,4191194675
PC,0.9764726161956788,21,4191194675
PC,0.94406658411026,22,4191194675
PC,0.9451239109039308,23,4191194675
PC,0.9407806992530824,24,4191194675
PC,0.9861762523651124,25,4191194675
BP,1.0000001192092896,1,4191194675
BP,0.8871302604675293,2,4191194675
BP,0.8495964407920837,3,4191194675
BP,0.7949742078781128,4,4191194675
BP,0.834162712097168,5,4191194675
BP,0.6704650521278381,6,4191194675
BP,0.6324458718299866,7,4191194675
BP,0.7464292645454407,8,4191194675
BP,0.522017240524292,9,4191194675
BP,0.614712655544281,10,4191194675
BP,0.451703131198883,11,4191194675
BP,0.0544423460960388,12,4191194675
BP,0.1234174668788909,13,4191194675
BP,0.6417139172554016,14,4191194675
BP,0.3508842289447784,15,4191194675
BP,0.3135232329368591,16,4191194675
BP,0.6042583584785461,17,4191194675
BP,-0.1580000519752502,18,4191194675
BP,0.8256525993347168,19,4191194675
BP,0.427329421043396,20,4191194675
BP,0.6367631554603577,21,4191194675
BP,0.317083328962326,22,4191194675
BP,0.1568881422281265,23,4191194675
BP,0.3871155977249145,24,4191194675
BP,0.4548849165439605,25,4191194675
PC,0.9999998807907104,1,2563230118
PC,0.9870628118515016,2,2563230118
PC,0.9718747138977052,3,2563230118
PC,0.9566651582717896,4,2563230118
PC,0.9078221321105956,5,2563230118
PC,0.9003289937973022,6,2563230118
PC,0.8703615069389343,7,2563230118
PC,0.9379366636276244,8,2563230118
PC,0.9213362336158752,9,2563230118
PC,0.9225549697875975,10,2563230118
PC,0.915430188179016,11,2563230118
PC,0.834525465965271,12,2563230118
PC,0.8043190836906433,13,2563230118
PC,0.8703615665435791,14,2563230118
PC,0.811012327671051,15,2563230118
PC,0.8965168595314026,16,2563230118
PC,0.9269789457321168,17,2563230118
PC,0.9197397232055664,18,2563230118
PC,0.9414657354354858,19,2563230118
PC,0.7448264360427856,20,2563230118
PC,0.7887980937957764,21,2563230118
PC,0.8998391628265381,22,2563230118
PC,0.8757829070091248,23,2563230118
PC,0.7895946502685547,24,2563230118
PC,0.9704310297966005,25,2563230118
BP,0.9999998807907104,1,2563230118
BP,0.9020627737045288,2,2563230118
BP,0.8727505803108215,3,2563230118
BP,0.826328456401825,4,2563230118
BP,0.7568557858467102,5,2563230118
BP,0.6468272805213928,6,2563230118
BP,0.636739194393158,7,2563230118
BP,0.7034283876419067,8,2563230118
BP,0.8204637169837952,9,2563230118
BP,0.6158299446105957,10,2563230118
BP,0.5590802431106567,11,2563230118
BP,0.4864023625850677,12,2563230118
BP,0.5241333246231079,13,2563230118
BP,0.549949586391449,14,2563230118
BP,0.5142438411712646,15,2563230118
BP,0.2211739420890808,16,2563230118
BP,0.3062273561954498,17,2563230118
BP,0.1569757163524627,18,2563230118
BP,0.4084361791610718,19,2563230118
BP,0.0206564851105213,20,2563230118
BP,0.1553446501493454,21,2563230118
BP,-0.1098605096340179,22,2563230118
BP,-0.2173928320407867,23,2563230118
BP,-0.2357367724180221,24,2563230118
BP,0.2496488988399505,25,2563230118
PC,0.999999701976776,1,2508066235
PC,0.9934957027435304,2,2508066235
PC,0.9814522862434388,3,2508066235
PC,0.9576234817504884,4,2508066235
PC,0.953435719013214,5,2508066235
PC,0.972318470478058,6,2508066235
PC,0.6642071008682251,7,2508066235
PC,0.8893381357192993,8,2508066235
PC,0.9558765292167664,9,2508066235
PC,0.931102454662323,10,2508066235
PC,0.871847927570343,11,2508066235
PC,0.840980589389801,12,2508066235
PC,0.7856733202934265,13,2508066235
PC,0.9077599048614502,14,2508066235
PC,0.8568260669708252,15,2508066235
PC,0.9791952967643738,16,2508066235
PC,0.9453992247581482,17,2508066235
PC,0.8633935451507568,18,2508066235
PC,0.8926123380661011,19,2508066235
PC,0.9636620283126832,20,2508066235
PC,0.7796315550804138,21,2508066235
PC,0.9696817994117736,22,2508066235
PC,0.9826844930648804,23,2508066235
PC,0.9152851104736328,24,2508066235
PC,0.836179256439209,25,2508066235
BP,0.999999701976776,1,2508066235
BP,0.9059361219406128,2,2508066235
BP,0.8255727887153625,3,2508066235
BP,0.7435066103935242,4,2508066235
BP,0.7813619375228882,5,2508066235
BP,0.7850243449211121,6,2508066235
BP,0.6817729473114014,7,2508066235
BP,0.7348162531852722,8,2508066235
BP,0.6130586266517639,9,2508066235
BP,0.576302707195282,10,2508066235
BP,0.4936906397342682,11,2508066235
BP,0.6866798996925354,12,2508066235
BP,0.5552899837493896,13,2508066235
BP,0.4616447389125824,14,2508066235
BP,0.4618383646011352,15,2508066235
BP,0.5840105414390564,16,2508066235
BP,0.3802284300327301,17,2508066235
BP,0.4301088452339172,18,2508066235
BP,0.2498839348554611,19,2508066235
BP,0.5616280436515808,20,2508066235
BP,0.2218673676252365,21,2508066235
BP,0.6005292534828186,22,2508066235
BP,0.2385579943656921,23,2508066235
BP,0.0041361930780112,24,2508066235
BP,-0.0676748007535934,25,2508066235
PC,1.0,1,690101352
PC,0.9901336431503296,2,690101352
PC,0.9847830533981324,3,690101352
PC,0.970101535320282,4,690101352
PC,0.970061421394348,5,690101352
PC,0.9536452889442444,6,690101352
PC,0.8981239199638367,7,690101352
PC,0.8485081195831299,8,690101352
PC,0.8823804259300232,9,690101352
PC,0.9161679148674012,10,690101352
PC,0.7587259411811829,11,690101352
PC,0.8390107750892639,12,690101352
PC,0.941493034362793,13,690101352
PC,0.9052990078926086,14,690101352
PC,0.9092445969581604,15,690101352
PC,0.9495665431022644,16,690101352
PC,0.9407690167427064,17,690101352
PC,0.8063350915908813,18,690101352
PC,0.6027603149414062,19,690101352
PC,0.7879041433334351,20,690101352
PC,0.9851901531219482,21,690101352
PC,0.8379747867584229,22,690101352
PC,0.9466842412948608,23,690101352
PC,0.8839647769927979,24,690101352
PC,0.8769053816795349,25,690101352
BP,1.0,1,690101352
BP,0.9254217147827148,2,690101352
BP,0.8981383442878723,3,690101352
BP,0.8651359677314758,4,690101352
BP,0.6924573183059692,5,690101352
BP,0.6767153739929199,6,690101352
BP,0.5912353992462158,7,690101352
BP,0.5715221762657166,8,690101352
BP,0.641488254070282,9,690101352
BP,0.5628343820571899,10,690101352
BP,0.5836062431335449,11,690101352
BP,0.5852903723716736,12,690101352
BP,0.4482731819152832,13,690101352
BP,0.5901587009429932,14,690101352
BP,0.0029149763286113,15,690101352
BP,0.3507353365421295,16,690101352
BP,0.3865309655666351,17,690101352
BP,0.3341803550720215,18,690101352
BP,0.4684040546417236,19,690101352
BP,-0.0025262248236685,20,690101352
BP,0.6105672717094421,21,690101352
BP,0.1553859710693359,22,690101352
BP,0.172156810760498,23,690101352
BP,-0.1709184795618057,24,690101352
BP,0.0190058331936597,25,690101352
PC,1.0,1,1489128536
PC,0.9790310263633728,2,1489128536
PC,0.9699248671531676,3,1489128536
PC,0.9700164794921876,4,1489128536
PC,0.957646906375885,5,1489128536
PC,0.9570663571357728,6,1489128536
PC,0.9281043410301208,7,1489128536
PC,0.9476520419120787,8,1489128536
PC,0.9228451251983644,9,1489128536
PC,0.7954461574554443,10,1489128536
PC,0.8388743996620178,11,1489128536
PC,0.9278506636619568,12,1489128536
PC,0.9160168170928956,13,1489128536
PC,0.9464932084083556,14,1489128536
PC,0.8947153687477112,15,1489128536
PC,0.8547013401985168,16,1489128536
PC,0.9252625107765198,17,1489128536
PC,0.8858290910720825,18,1489128536
PC,0.78091961145401,19,1489128536
PC,0.8653246164321899,20,1489128536
PC,0.5453502535820007,21,1489128536
PC,0.8183887004852295,22,1489128536
PC,0.9298216700553894,23,1489128536
PC,0.7003803849220276,24,1489128536
PC,0.9323782920837402,25,1489128536
BP,1.0,1,1489128536
BP,0.9022641777992249,2,1489128536
BP,0.8629805445671082,3,1489128536
BP,0.8345402479171753,4,1489128536
BP,0.7936896681785583,5,1489128536
BP,0.6363614797592163,6,1489128536
BP,0.646544337272644,7,1489128536
BP,0.6826595664024353,8,1489128536
BP,0.5692586898803711,9,1489128536
BP,0.5284044146537781,10,1489128536
BP,0.579694390296936,11,1489128536
BP,0.6943863034248352,12,1489128536
BP,0.6316192150115967,13,1489128536
BP,0.5517587661743164,14,1489128536
BP,0.6086015105247498,15,1489128536
BP,0.5982916951179504,16,1489128536
BP,0.3942962288856506,17,1489128536
BP,0.3286483883857727,18,1489128536
BP,0.4030470550060272,19,1489128536
BP,0.1461353152990341,20,1489128536
BP,0.4106035232543945,21,1489128536
BP,0.4533716142177582,22,1489128536
BP,0.2833264172077179,23,1489128536
BP,0.2295424491167068,24,1489128536
BP,0.4177385568618774,25,1489128536
PC,1.0000001192092896,1,193493729
PC,0.9999993443489076,2,193493729
PC,0.9890851974487304,3,193493729
PC,0.9640712141990662,4,193493729
PC,0.9816324710845948,5,193493729
PC,0.9467283487319946,6,193493729
PC,0.9708660244941713,7,193493729
PC,0.97189861536026,8,193493729
PC,0.8925014138221741,9,193493729
PC,0.950843334197998,10,193493729
PC,0.922347903251648,11,193493729
PC,0.8906778693199158,12,193493729
PC,0.8481410145759583,13,193493729
PC,0.8430015444755554,14,193493729
PC,0.8801798820495605,15,193493729
PC,0.904839277267456,16,193493729
PC,0.9396960139274596,17,193493729
PC,0.916189968585968,18,193493729
PC,0.846356213092804,19,193493729
PC,0.9113080501556396,20,193493729
PC,0.8450176119804382,21,193493729
PC,0.787847638130188,22,193493729
PC,0.9610373377799988,23,193493729
PC,0.9391046762466432,24,193493729
PC,0.9058546423912048,25,193493729
BP,1.0000001192092896,1,193493729
BP,0.9538151025772096,2,193493729
BP,0.9284403920173644,3,193493729
BP,0.7895433306694031,4,193493729
BP,0.7800111770629883,5,193493729
BP,0.7246651649475098,6,193493729
BP,0.7674848437309265,7,193493729
BP,0.7478885650634766,8,193493729
BP,0.6125425696372986,9,193493729
BP,0.7248853445053101,10,193493729
BP,0.644772469997406,11,193493729
BP,0.569223165512085,12,193493729
BP,0.6483475565910339,13,193493729
BP,0.5836232304573059,14,193493729
BP,0.5746715664863586,15,193493729
BP,0.4538289308547973,16,193493729
BP,0.2918524742126465,17,193493729
BP,0.2322883307933807,18,193493729
BP,-0.0379356555640697,19,193493729
BP,0.4068424701690674,20,193493729
BP,0.3056654334068298,21,193493729
BP,0.4236932694911957,22,193493729
BP,0.5556641221046448,23,193493729
BP,0.5432877540588379,24,193493729
BP,0.6373655200004578,25,193493729
PC,0.9999999403953552,1,3247095100
PC,0.993390679359436,2,3247095100
PC,0.9756069779396056,3,3247095100
PC,0.941510021686554,4,3247095100
PC,0.9608235359191896,5,3247095100
PC,0.8765643239021301,6,3247095100
PC,0.8786255121231079,7,3247095100
PC,0.8158378601074219,8,3247095100
PC,0.9478042721748352,9,3247095100
PC,0.8674103021621704,10,3247095100
PC,0.9584394693374634,11,3247095100
PC,0.8960619568824768,12,3247095100
PC,0.935107946395874,13,3247095100
PC,0.8575244545936584,14,3247095100
PC,0.8343299627304077,15,3247095100
PC,0.8322564959526062,16,3247095100
PC,0.867644727230072,17,3247095100
PC,0.8525775074958801,18,3247095100
PC,0.9008972644805908,19,3247095100
PC,0.9684876203536988,20,3247095100
PC,0.8847341537475586,21,3247095100
PC,0.917572855949402,22,3247095100
PC,0.8796024918556213,23,3247095100
PC,0.8624688982963562,24,3247095100
PC,0.9442605376243592,25,3247095100
BP,0.9999999403953552,1,3247095100
BP,0.9291666746139526,2,3247095100
BP,0.8577532768249512,3,3247095100
BP,0.7600290179252625,4,3247095100
BP,0.7641863822937012,5,3247095100
BP,0.6002262234687805,6,3247095100
BP,0.7600762844085693,7,3247095100
BP,0.5563055276870728,8,3247095100
BP,0.7121337056159973,9,3247095100
BP,0.7100813984870911,10,3247095100
BP,0.7161121368408203,11,3247095100
BP,0.5094746351242065,12,3247095100
BP,0.3092847764492035,13,3247095100
BP,0.5023924708366394,14,3247095100
BP,0.4359877109527588,15,3247095100
BP,0.5453778505325317,16,3247095100
BP,0.3554816842079162,17,3247095100
BP,0.1961861550807953,18,3247095100
BP,0.0906084328889846,19,3247095100
BP,0.2489030063152313,20,3247095100
BP,0.3828676342964172,21,3247095100
BP,0.2050721198320388,22,3247095100
BP,0.5241565108299255,23,3247095100
BP,0.3881571590900421,24,3247095100
BP,0.489749014377594,25,3247095100
PC,0.9999998807907104,1,2569134589
PC,0.96927148103714,2,2569134589
PC,0.9716836214065552,3,2569134589
PC,0.8181602358818054,4,2569134589
PC,0.9742760062217712,5,2569134589
PC,0.8683236241340637,6,2569134589
PC,0.8621394634246826,7,2569134589
PC,0.8761305809020996,8,2569134589
PC,0.9794417023658752,9,2569134589
PC,0.9907670021057128,10,2569134589
PC,0.7251889705657959,11,2569134589
PC,0.8736497759819031,12,2569134589
PC,0.9606229662895204,13,2569134589
PC,0.8115267157554626,14,2569134589
PC,0.9387701153755188,15,2569134589
PC,0.8045800924301147,16,2569134589
PC,0.7481356263160706,17,2569134589
PC,0.7148984670639038,18,2569134589
PC,0.9950954914093018,19,2569134589
PC,0.9382740259170532,20,2569134589
PC,0.792948842048645,21,2569134589
PC,0.9353833794593812,22,2569134589
PC,0.8131025433540344,23,2569134589
PC,0.6582776308059692,24,2569134589
PC,0.9425368309020996,25,2569134589
BP,0.9999998807907104,1,2569134589
BP,0.9264140725135804,2,2569134589
BP,0.8212063908576965,3,2569134589
BP,0.7437505722045898,4,2569134589
BP,0.6867871284484863,5,2569134589
BP,0.6013969779014587,6,2569134589
BP,0.7247353196144104,7,2569134589
BP,0.5140880346298218,8,2569134589
BP,0.5149456262588501,9,2569134589
BP,0.5675421953201294,10,2569134589
BP,0.6150985956192017,11,2569134589
BP,0.384254902601242,12,2569134589
BP,0.6058672070503235,13,2569134589
BP,0.4437723755836487,14,2569134589
BP,0.3808722496032715,15,2569134589
BP,0.3724657595157623,16,2569134589
BP,0.4122898578643799,17,2569134589
BP,0.3616640567779541,18,2569134589
BP,0.3141873180866241,19,2569134589
BP,0.3381155133247375,20,2569134589
BP,0.5385404825210571,21,2569134589
BP,0.2678722441196441,22,2569134589
BP,0.2782657444477081,23,2569134589
BP,0.1698216646909713,24,2569134589
BP,0.1222129315137863,25,2569134589
PC,1.0000001192092896,1,3859394752
PC,0.9888136982917786,2,3859394752
PC,0.9803137183189392,3,3859394752
PC,0.9554404020309448,4,3859394752
PC,0.9550760388374328,5,3859394752
PC,0.9339940547943116,6,3859394752
PC,0.9335563778877258,7,3859394752
PC,0.8041049242019653,8,3859394752
PC,0.9374394416809082,9,3859394752
PC,0.8800525069236755,10,3859394752
PC,0.8442786335945129,11,3859394752
PC,0.8102797865867615,12,3859394752
PC,0.9409167766571044,13,3859394752
PC,0.9504154920578004,14,3859394752
PC,0.905491828918457,15,3859394752
PC,0.8873801827430725,16,3859394752
PC,0.936160922050476,17,3859394752
PC,0.9248890280723572,18,3859394752
PC,0.876487135887146,19,3859394752
PC,0.9572218060493468,20,3859394752
PC,0.9019923210144044,21,3859394752
PC,0.9034636616706848,22,3859394752
PC,0.95918869972229,23,3859394752
PC,0.5111368298530579,24,3859394752
PC,0.7547670006752014,25,3859394752
BP,1.0000001192092896,1,3859394752
BP,0.9140101671218872,2,3859394752
BP,0.7974495887756348,3,3859394752
BP,0.8134072422981262,4,3859394752
BP,0.7595362663269043,5,3859394752
BP,0.7495965361595154,6,3859394752
BP,0.737442672252655,7,3859394752
BP,0.5689233541488647,8,3859394752
BP,0.7251274585723877,9,3859394752
BP,0.6451172828674316,10,3859394752
BP,0.4941413700580597,11,3859394752
BP,0.6558200716972351,12,3859394752
BP,0.548667848110199,13,3859394752
BP,0.442336231470108,14,3859394752
BP,0.4656910896301269,15,3859394752
BP,0.4803035259246826,16,3859394752
BP,0.2593520879745483,17,3859394752
BP,0.3791802227497101,18,3859394752
BP,0.4372946321964264,19,3859394752
BP,-0.0499198175966739,20,3859394752
BP,0.3824846148490906,21,3859394752
BP,-0.1446783393621444,22,3859394752
BP,0.2914863228797912,23,3859394752
BP,0.3130679726600647,24,3859394752
BP,0.3695404827594757,25,3859394752
PC,1.0,1,3982413761
PC,0.9926819801330566,2,3982413761
PC,0.9883657693862916,3,3982413761
PC,0.9440566897392272,4,3982413761
PC,0.9977306127548218,5,3982413761
PC,0.9673178195953368,6,3982413761
PC,0.8537928462028503,7,3982413761
PC,0.9341469407081604,8,3982413761
PC,0.9454020857810974,9,3982413761
PC,0.9840335249900818,10,3982413761
PC,0.8810166716575623,11,3982413761
PC,0.8452566266059875,12,3982413761
PC,0.8702536225318909,13,3982413761
PC,0.9850755333900452,14,3982413761
PC,0.9066868424415588,15,3982413761
PC,0.8998832702636719,16,3982413761
PC,0.8286133408546448,17,3982413761
PC,0.7262904644012451,18,3982413761
PC,0.9362604022026062,19,3982413761
PC,0.9606271386146544,20,3982413761
PC,0.7667966485023499,21,3982413761
PC,0.9674295783042908,22,3982413761
PC,0.6211430430412292,23,3982413761
PC,0.957720935344696,24,3982413761
PC,0.8518508672714233,25,3982413761
BP,1.0,1,3982413761
BP,0.9155019521713256,2,3982413761
BP,0.8334243297576904,3,3982413761
BP,0.7321202754974365,4,3982413761
BP,0.7766154408454895,5,3982413761
BP,0.7843539714813232,6,3982413761
BP,0.6528791785240173,7,3982413761
BP,0.678012490272522,8,3982413761
BP,0.6613651514053345,9,3982413761
BP,0.5878757238388062,10,3982413761
BP,0.5217730402946472,11,3982413761
BP,0.6117436289787292,12,3982413761
BP,0.2986299097537994,13,3982413761
BP,0.4134817123413086,14,3982413761
BP,0.3930336236953735,15,3982413761
BP,0.4234342873096466,16,3982413761
BP,0.499870091676712,17,3982413761
BP,0.2474257200956344,18,3982413761
BP,0.3259525299072265,19,3982413761
BP,0.516941249370575,20,3982413761
BP,0.2911024689674377,21,3982413761
BP,-0.3322041928768158,22,3982413761
